"","x","y"
"1",73.2469234065947,1.8919193868973
"2",73.31931719967,1.98665261058623
"3",73.387144544868,2.03052317294838
"4",73.5714471608382,2.10411063404328
"5",73.552863394466,2.07706103885614
"6",73.5428628611085,2.02360714372612
"7",73.5495252380249,1.9701239928397
"8",73.5477952765179,1.91193991838592
"9",73.5337632351574,1.86465726311343
"10",73.5064801962371,1.83490896438083
"11",73.4574783483198,1.82397963012505
"12",73.3991817845422,1.79879445927788
"13",73.3704772967755,1.78691724389007
"14",73.2469234065947,1.8919193868973
