"","x","y"
"1",73.1339300265597,0.840759447143156
"2",73.3522125174708,0.843867242042738
"3",73.3713328096961,0.759523085046789
"4",73.386092435541,0.638178020809906
"5",73.4924746101842,0.502553002695261
"6",73.5095657589974,0.385037914759584
"7",73.3739210415381,0.283945605124139
"8",73.2130930670166,0.236113397154672
"9",73.1007240286497,0.220067332361245
"10",73.0379755396266,0.263297875403484
"11",72.9847610337602,0.302176146763258
"12",72.9592694190402,0.398237464654448
"13",72.9396953830692,0.491912506141825
"14",73.169827921961,0.799056565938647
"15",73.1339300265597,0.840759447143156
